编号,公司/单位,采样/报告时间,猪种,世代划分/特殊处理,耳号,性别/阉割,日龄,体重kg,切肉重, 倒数三四膘厚,胴体全重,计算半胴体重（kg）,左胴体重,右胴体重,半胴体重差值（kg）,前腿重（kg),背腰重（kg）,后腿重（kg）,左侧胴体合计,后腿比例,前腿骨（kg）,前腿肉（kg）,前腿皮脂（kg）,背腰骨（kg）,背腰肉（kg）,背腰皮脂（kg）,后腿骨（kg）,后腿肉（kg）,后腿皮脂（kg）,腿臀重（kg）,腿臀骨重,腿臀肉重,腿臀皮重,骨（kg）,肉（kg）,皮重,皮脂（kg）,屠宰率,体长cm,胴体（斜）长,管围,臀围,体高（cm）,6-7肋处,胸腰结合处,腰荐结合处,肩部最厚处,平均膘厚,6-7肋皮厚mm,眼肌高cm,眼肌宽cm,面积cm2,眼肌厚度（cm2）,板油重kg,瘦肉率1（半胴体）,瘦肉率%,,皮脂率%,骨  率%,腿臀比%,心（kg）,肝（kg）,脾（kg）,肺（kg）,肾（kg）,睾丸（双）,胃加大肠（kg）,内脏总重（kg）,目距（kg）,（半）板油（kg）,板油重kg,肾加板油（kg）,头（kg）,前蹄（kg）,后蹄（kg）,睾丸（kg）,腰肌重（kg）,眼肌重（kg）,肋排（kg）,槽头肉（kg）,梅花（kg）,半腱、半膜（kg）,胸围（cm）,胸宽,胸深,腹围（cm）,背膘厚(mm),耳长（cm),耳宽（cm),头长（cm),头高（cm),嘴长（cm),吻高（cm),吻宽（cm),两眼间内间距,下眼眶至吻突,小肠长（cm),乳头数(对),颈椎长度（cm）,颈椎数目,胸椎长度（cm）,胸椎数目,第1胸椎棘突高cm,腰椎长度（cm）,腰椎数目,第1腰椎棘突高cm,6-7肋肋弓宽cm,肋骨（根）,眼肌pH45min,眼肌pH24h,眼肌pH48h,眼肌pH72h,眼肌pH96h,腰肌pH45min,腰肌pH24h,腰肌pH48h,腰肌pH72h,腰肌pH96h,眼肌肉色L值45min,眼肌肉色a值45min,眼肌肉色b值45min,眼肌肉色L值24h,眼肌肉色a值24h,眼肌肉色b值24h,眼肌肉色L值48h,眼肌肉色a值48h,眼肌肉色b值48h,眼肌肉色L值72h,眼肌肉色a值72h,眼肌肉色b值72h,眼肌肉色L值96h,眼肌肉色a值96h,眼肌肉色b值96h,腰肌肉色L值45min,腰肌肉色a值45min,腰肌肉色b值45min,腰肌肉色L值24h,腰肌肉色a值24h,腰肌肉色b值24h,腰肌肉色L值48h,腰肌肉色a值48h,腰肌肉色b值48h,腰肌肉色L值72h,腰肌肉色a值72h,腰肌肉色b值72h,腰肌肉色L值96h,腰肌肉色a值96h,腰肌肉色b值96h,嫩度(眼),韧性(眼),嫩度(腰),韧性(腰),滴水损失(眼),滴水损失(腰),压水(眼),压水(腰),大理石纹(眼),大理石纹(腰),眼肌力度,眼肌韧度(kg. sec),腰肌力度,腰肌韧度(kg. sec)
561,金乌金,2022.6.5,凉山猪,,1924754,公,,103.5,,,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.653140097,91.5,79,,,,31.4,24.1,32.5,43.8,33.46666667,,8.7,4.4,26.796,,1.57,,0.465266559,,0.44911147,0.085621971,0.271301775,,,,,,,,,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.79,5.71,,,,5.853333333,5.566666667,,,34.62,6.356666667,3.14,35.71,5.066666667,1.713333333,37.61666667,7.246666667,3.23,,,,,,,31.21666667,11.04666667,2.963333333,28.35,9.41,2.013333333,29.44666667,11.38,2.746666667,,,,,,,2.971042,9.236704,2.167866,7.106281,0.139365079,,0.255555556,0.173443223,2,2,,,,
562,金乌金,2022.6.5,凉山猪,,2086856,母,,94,,,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0.715957447,85,73,,,,37.7,29,29,45.9,34.63333333,,8.5,4,23.8,,0.77,,0.490797546,,0.426380368,0.082822086,0.27102526,,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.796666667,5.416666667,,,,4.04,6.073333333,,,34.37,7.11,3.063333333,33.63,6.5,2.396666667,39.96333333,9.606666667,3.866666667,,,,,,,31.06,11.51333333,2.66,27.87,9.856666667,3.1,31.32666667,11.90666667,2.603333333,,,,,,,6.031757,22.136139,4.896193,20.638423,0.086666667,,0.282952548,0.193115547,2,2,,,,
563,金乌金,2022.6.5,凉山猪,,2087029,母,,101,,,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.679207921,85,71.5,,,,37,40,45.4,50,45.13333333,,9.2,2.4,15.456,,1.29,,0.441221374,,0.485496183,0.073282443,0.261370262,,,,,,,,,,,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.72,5.373333333,,,,6.186666667,6.336666667,,,35.02,7.66,3.7,33.13333333,5.466666667,1.846666667,40.09666667,8.21,2.993333333,,,,,,,28.37,12.71,2.813333333,26.78333333,10.79333333,2.41,28.89,13.22333333,2.566666667,,,,,,,9.876936,43.443596,10.348849,46.85525,0.052631579,,0.225,0.237670765,4,2.5,,,,
564,金乌金,2022.6.5,凉山猪,,2087019,公,,115,,,81.9,,,,,,,,,,,,,,,,,,,,,,,,,,,0.712173913,94,75,,,,50,36,41.9,55,44.3,,9.2,3.8,24.472,,2.21,,0.412913304,,0.520697735,0.066388961,0.24957265,,,,,,,,,,,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.16,6.153333333,,,,5.823333333,5.683333333,,,35.30333333,6.716666667,2.726666667,32.28333333,6.276666667,1.966666667,33.08666667,8.673333333,2.43,,,,,,,30.62333333,11.96,2.703333333,30.98666667,13.82,3.726666667,31.19,13.6,3.493333333,,,,,,,2.217681,7.265776,1.94855,6.656663,0.052631579,,0.184135977,0.249203755,4,1,,,,
565,绵阳明兴,2022.7.2,DLY,羟脯氨酸,2320,,,112,,,83.6,,41.375,,,,,,,,,,,,,,,,,13.6,1.49,9.45,2.19,,,,,,104,,23,123,,,,,,,,,,,,,,,0.694852941,,,,0.43,1.935,0.15,1.1,0.375,0.4,,,,,0.3,,6.685,1.37,,,0.38,2.235,,,,,101.5,27,23,102.5,,19.5,13.5,31,,12.5,7.6,9.2,11.5,18,,7,,,,,,,,,,,6.62,5.6,5.556666667,,,6.57,5.786666667,5.63,,,37.08,3.56,2.923333333,36.08666667,2.616666667,1.553333333,37.15,3.13,1.513333333,,,,,,,31.65,5.653333333,2.14,31.11333333,7.36,1.906666667,28.54333333,8.596666667,1.776666667,,,,,,,,,,,0.0373,,,,,,,,,
566,绵阳明兴,2022.7.2,DLY,对照组,2152,,,137,,,101.4,,49.875,,,,,,,,,,,,,,,,,16.4,1.5,11.1,3.6,7.05,29.045,12.715,,,116,,20,118,,,,,,,,,,,,,0.58235589,0.595062487,0.676829268,,,,0.335,1.475,0.195,0.775,0.29,0.665,,,,,,,6.955,0.61,,,0.38,2.415,,,,,107.5,32,39,111.5,,20,14,31.5,,13.5,7,8.5,11.5,20,,7,,,,,,,,,,,6.586666667,5.573333333,5.61,,,6.533333333,5.773333333,5.76,,,34.92666667,3.033333333,2.69,41.16666667,4.216666667,3.5,38.25,3.88,2.363333333,,,,,,,30.75333333,11.11333333,3.823333333,34.93333333,10.41333333,3.646666667,38.64666667,10.87666667,4.97,,,,,,,,,,,0.0955,,,,,,,,,
567,绵阳明兴,2022.7.2,DLY,对照组,5613,,,89,,,63.2,,30.19,,,,,,,,,,,,,,,,,10.05,1.6,8.4,1.2,4.1,19.38,5.05,,,118,,21.5,100.5,,,,,,,,,,,,,0.641934415,0.679284963,0.835820896,,,,0.43,1.265,0.105,0.935,0.28,0.46,,,,,,,5.465,1.24,,,0.265,1.665,,,,,91,25,29,94.5,,18,14,20,,12.5,6.5,8.5,11,18,,7,,,,,,,,,,,6.413333333,5.48,5.73,,,6.163333333,5.566666667,5.783333333,,,32.09333333,3.773333333,2.706666667,39.21333333,6.183333333,5.25,36.29,4.956666667,2.616666667,,,,,,,29.09,12.81333333,3.416666667,34.83,10.46666667,6.17,34.58666667,9.103333333,3.06,,,,,,,,,,,0.1366,,,,,,,,,
568,绵阳明兴,2022.7.2,DLY,对照组,5757,,,117,,,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,,20.5,116.5,,,,,,,,,,,,,,,,,,,0.465,1.62,0.22,0.91,0.335,0.485,,,,,0.675,,6.485,1.26,,,0.45,2.26,,,,,100,27,33,103,,19,14,30,,14,7.5,8.5,11.5,19.5,,7,,,,,,,,,,,6.59,6.29,5.61,,,6.23,5.803333333,5.783333333,,,33.99666667,3.09,2.083333333,44.48333333,4.803333333,3.66,29.54333333,4.323333333,3.403333333,,,,,,,34.25,7.45,3.32,39.36666667,7.203333333,3.346666667,28.54,6.643333333,3.26,,,,,,,,,,,0.0502,,,,,,,,,
569,绵阳明兴,2022.7.2,DLY,羟脯氨酸,5430,,,116,,,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,20.5,110,,,,,,,,,,,,,,,,,,,0.47,1.94,0.17,1.075,0.335,0.59,,,,,0.51,,6.535,1.15,,,0.32,2.12,,,,,98,27,35,106,,18,12.5,28.5,,13,7.5,9,12,19,,8,,,,,,,,,,,6.416666667,5.763333333,5.85,,,6.003333333,5.633333333,5.663333333,,,36.31333333,2.76,2.516666667,43.61,3.523333333,3.623333333,37.15333333,4.11,3.996666667,,,,,,,35.29333333,11.26,4.163333333,35.25333333,8.166666667,3.746666667,27.12666667,5.523333333,2.81,,,,,,,,,,,0.0247,,,,,,,,,
570,绵阳明兴,2022.7.2,DLY,羟脯氨酸,5347,,,119,,,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,19.5,116,,,,,,,,,,,,,,,,,,,0.425,1.65,0.265,1.165,0.36,0.47,,,,,0.415,,6.74,1.35,,,0.46,2.535,,,,,100.5,28,35,104,,20.5,13.5,31,,12,7,8.5,10.2,18,,8,,,,,,,,,,,6.773333333,5.496666667,5.65,,,6.316666667,5.636666667,5.716666667,,,35.56,3.966666667,2.55,41.67666667,4.213333333,2.223333333,43.56666667,5.58,3.586666667,,,,,,,33.64333333,9.736666667,3.32,36.38,8.846666667,3.046666667,41.38,11.81,5.073333333,,,,,,,,,,,0.0586,,,,,,,,,
571,绵阳明兴,2022.7.2,DLY,对照组,5482,,,99,,,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,,18,104,,,,,,,,,,,,,,,,,,,0.405,1.575,0.165,1.19,0.31,0.505,,,,,0.61,,5.79,1.01,,,0.335,1.94,,,,,93.5,24.5,34,100.5,,18,12,28,,13,7.5,8,11.5,19,,7,,,,,,,,,,,6.053333333,5.463333333,5.51,,,6.253333333,5.573333333,5.58,,,33.65333333,4.503333333,2.826666667,44.25333333,5.873333333,3.793333333,40.14333333,6.313333333,2.853333333,,,,,,,31.97333333,8.26,2.956666667,31.24,8.816666667,2.34,29.69,7.456666667,2.193333333,,,,,,,,,,,0.04,,,,,,,,,
572,绵阳明兴,2022.7.2,DLY,羟脯氨酸,5686,,,113,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,19.5,134,,,,,,,,,,,,,,,,,,,0.47,1.635,0.135,1.08,0.325,0.545,,,,,,,6.53,1.28,,,0.38,2.045,,,,,100,24,33,106.5,,19,14,31,,14.5,7.5,8,11.5,20,,7,,,,,,,,,,,6.106666667,5.463333333,5.503333333,,,6.213333333,5.82,5.836666667,,,35.13666667,2.24,2.053333333,43.44333333,3.443333333,3.216666667,43.00666667,3.09,2.436666667,,,,,,,31.52,9.366666667,2.986666667,34.49666667,9.02,5.1,31.37666667,8.513333333,3.896666667,,,,,,,,,,,0.0782,,,,,,,,,
573,绵阳明兴,2022.7.2,DLY,羟脯氨酸,5486,,,112,,,81.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,,19.5,112.5,,,,,,,,,,,,,,,,,,,0.45,1.61,0.16,1.185,0.34,0.5,,,,,0.515,,6.58,1.19,,,0.315,2.16,,,,,100.5,30,33,103.5,,20,14.5,29,,13.5,7,8.5,11,19.5,,6,,,,,,,,,,,6.273333333,5.493333333,5.516666667,,,6.186666667,5.663333333,5.69,,,34.85333333,4.426666667,2.346666667,42.11,4.346666667,2.74,47.03666667,4.926666667,3.27,,,,,,,34.94666667,4.903333333,1.25,35.83,6.72,2.69,34.5,7.786666667,2.26,,,,,,,,,,,0.0417,,,,,,,,,
574,绵阳明兴,2022.7.2,DLY,羟脯氨酸,5366,,,114,,,83.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,,19.5,111,,,,,,,,,,,,,,,,,,,0.54,1.64,0.175,0.91,0.355,0.395,,,,,0.565,,6.835,1.27,,,0.385,2.04,,,,,101.5,28,37,102,,19,14.5,30,,12.5,7.5,9,10.5,19.5,,7,,,,,,,,,,,6.393333333,5.603333333,5.61,,,6.06,5.873333333,5.93,,,34.62666667,4.936666667,1.906666667,41.25333333,5.296666667,3.72,134.2166667,5.396666667,3.463333333,,,,,,,34.26333333,11.58333333,3.993333333,34.33333333,10.95666667,3.983333333,28.90333333,9.28,3.72,,,,,,,,,,,0.1117,,,,,,,,,
575,绵阳明兴,2022.7.2,DLY,羟脯氨酸,2138,,,110,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,18.5,111,,,,,,,,,,,,,,,,,,,0.38,1.395,0.14,1.36,0.275,0.5,,,,,0.275,,6.615,1.24,,,0.38,1.85,,,,,96.5,31,35,104,,20,14,31.5,,14,7,8.5,10.5,19.5,,7,,,,,,,,,,,6.346666667,5.443333333,5.476666667,,,6.326666667,5.676666667,5.756666667,,,35.00666667,3.233333333,2.966666667,44.14666667,6.613333333,3.766666667,31.28,5.206666667,2.283333333,,,,,,,31.9,8.876666667,2.786666667,36.48666667,9.453333333,3.163333333,25.28,7.016666667,3.016666667,,,,,,,,,,,0.0168,,,,,,,,,
576,绵阳明兴,2022.7.2,DLY,对照组,3917,,,139,,,101.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,20.5,116,,,,,,,,,,,,,,,,,,,0.545,1.975,0.2,1.275,0.48,0.89,,,,,0.73,,7.25,1.495,,,0.52,2.675,,,,,106,34,32,109,,20,14.5,31.5,,12,7.5,9.5,11,20,,7,,,,,,,,,,,6.733333333,6.103333333,5.923333333,,,6.493333333,6.196666667,6.096666667,,,37.00333333,3.616666667,3.023333333,41.35333333,3.433333333,2.28,38.36666667,4.016666667,2.076666667,,,,,,,34.74333333,8.31,3.563333333,40.62333333,6.923333333,2.82,33.33333333,7.51,6.823333333,,,,,,,,,,,0.0363,,,,,,,,,
577,绵阳明兴,2022.7.2,DLY,羟脯氨酸,2111,,,111,,,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,,22.5,,,,,,,,,,,,,,,,,,,,0.4,1.72,0.155,0.81,0.325,0.68,,,,,0.695,,5.975,1.26,,,0.31,2.165,,,,,,32,33,,,18,14,27,,11,7,8.5,11,16.5,,7,,,,,,,,,,,6.413333333,5.596666667,5.526666667,,,6.103333333,5.623333333,5.58,,,34.05333333,4.95,2.593333333,44.55666667,4.593333333,2.83,40.14333333,4.496666667,2.68,,,,,,,35.25333333,8.443333333,3.05,33.46333333,8.916666667,2.8,34.92,8.506666667,3.28,,,,,,,,,,,0.0915,,,,,,,,,
578,绵阳明兴,2022.7.2,DLY,对照组,5404,,,98,,,72.2,,34.39,,,,,,,,,,,,,,,,,11.5,1.25,8.55,2.25,7.3,21.875,5.6,,,110,,19.5,106.5,,,,,,,,,,,,,0.636086072,0.629043853,0.743478261,,,,0.42,1.42,0.14,1.4,0.28,0.41,,,,,,,5.865,0.98,,,0.395,2.03,,,,,94,29,32,99.5,,19,15.5,27.5,,11.5,7,8.5,11,17.5,,7,,,,,,,,,,,6.283333333,5.903333333,5.746666667,,,6.23,6.116666667,6.136666667,,,33.96666667,11.05333333,4.206666667,42.37666667,4.07,4.36,47.45,6.07,3.256666667,,,,,,,35.88333333,10.21,4.086666667,36.26333333,8.166666667,3.47,40.25333333,9.783333333,8.316666667,,,,,,,,,,,0.0457,,,,,,,,,
579,绵阳明兴,2022.7.2,DLY,氯化胆碱,5363,,,106,,,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,18.5,115,,,,,,,,,,,,,,,,,,,0.38,1.67,0.14,0.78,0.48,0.65,,,,,0.54,,6.53,1.055,,,0.305,2.355,,,,,97.5,26,31,103.5,,18.5,14,30,,12,7.5,8.5,10.5,18,,7,,,,,,,,,,,6.296666667,5.77,5.546666667,,,5.983333333,5.716666667,5.513333333,,,33.56,4.516666667,2.053333333,39.64333333,4.943333333,2.806666667,43.09,5.553333333,3.396666667,,,,,,,30.07,9.573333333,3.12,37.09,11.49,3.383333333,36.59666667,9.183333333,3.5,,,,,,,,,,,0.0478,,,,,,,,,
580,绵阳明兴,2022.7.2,DLY,氯化胆碱,5690,,,123,,,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,19,123,,,,,,,,,,,,,,,,,,,0.355,0.855,0.12,1.825,0.39,0.71,,,,,0.83,,6.485,1.32,,,0.335,2.305,,,,,100,26,34,103.5,,19,14,30,,12,7,8.5,11,19,,7,,,,,,,,,,,6.276666667,5.77,6.083333333,,,6.21,6.286666667,6.19,,,35.70333333,5.693333333,3.733333333,43.68,4.02,2.396666667,43.69,4.29,2.623333333,,,,,,,33.33333333,8.153333333,2.823333333,36.33,7.103333333,2.933333333,40.69666667,4.686666667,3.523333333,,,,,,,,,,,0.1192,,,,,,,,,
581,绵阳明兴,2022.7.2,DLY,对照组,5330,,,132,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,,22,115,,,,,,,,,,,,,,,,,,,0.485,2.12,0.255,0.9,0.605,0.655,,,,,0.64,,7.585,1.455,,,0.41,2.065,,,,,105,29,34,107.5,,19,14.5,31,,12.5,7.5,9,11,20,,7,,,,,,,,,,,6.283333333,5.676666667,5.5,,,6.3,5.703333333,5.513333333,,,33.92,4.336666667,2.006666667,43.73666667,5.53,3.986666667,43.05,173.9666667,2.706666667,,,,,,,29.13666667,10.27,2.693333333,36.19,6.7,4.693333333,34.52666667,9.903333333,3.32,,,,,,,,,,,0.0574,,,,,,,,,
582,绵阳明兴,2022.7.2,DLY,氯化胆碱,3933,,,104,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,20.5,113,,,,,,,,,,,,,,,,,,,0.375,1.735,0.19,1.045,0.305,0.49,,,,,0.5,,6.175,1.185,,,0.315,1.645,,,,,94,27,30,98,,18,14.5,29,,12.5,7.5,9.5,11,19,,7,,,,,,,,,,,6.46,5.73,5.606666667,,,6.42,5.983333333,5.86,,,33.88333333,5.56,2.773333333,44.66666667,9.566666667,5.613333333,44.01,6.451666667,4.246666667,,,,,,,31.77666667,9.93,2.686666667,35.42666667,11.33666667,3.26,39.27,9.763333333,3.446666667,,,,,,,,,,,0.0652,,,,,,,,,
583,绵阳明兴,2022.7.2,DLY,对照组,2172,,,133,,,100.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,19.5,118,,,,,,,,,,,,,,,,,,,0.52,1.785,0.266,0.76,0.36,0.62,,,,,0.845,,7.46,1.25,,,0.405,2.445,,,,,103,30,33,107,,19.5,15,29.5,,13,7,9,11,20,,7,,,,,,,,,,,6.506666667,5.543333333,5.406666667,,,6.09,5.743333333,5.513333333,,,31.57333333,6.896666667,2.713333333,33.45333333,9.466666667,3.223333333,41.47666667,9.713333333,5.533333333,,,,,,,31.78333333,9.943333333,2.92,38.83,7.283333333,2.846666667,34.96,10.33,3.54,,,,,,,,,,,0.0345,,,,,,,,,
584,绵阳明兴,2022.7.2,DLY,对照组,6542,,,113,,,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,19.5,103,,,,,,,,,,,,,,,,,,,0.475,1.51,0.165,0.74,0.32,0.985,,,,,0.74,,6.68,1.295,,,0.375,2.35,,,,,98,28,33,100,,19.5,12,30.5,,11.5,7,7.5,11,20,,6,,,,,,,,,,,6.456666667,5.703333333,5.646666667,,,6.116666667,5.823333333,5.753333333,,,35.20333333,6.04,2.896666667,38.41333333,4.383333333,2.173333333,43.44333333,6.443333333,5.073333333,,,,,,,31.10333333,13.24333333,3.73,35.46333333,10.26333333,5.523333333,39.87,9.713333333,4.996666667,,,,,,,,,,,0.0869,,,,,,,,,
585,绵阳明兴,2022.7.2,DLY,氯化胆碱,5650,,,120,,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,20.5,112,,,,,,,,,,,,,,,,,,,0.38,1.895,0.16,0.775,0.29,0.53,,,,,0.88,,6.65,1.235,,,0.425,2.37,,,,,100,25,33,102,,18.5,14,28,,12,7.5,9,11.5,18.5,,6,,,,,,,,,,,6.44,5.636666667,5.593333333,,,6.006666667,5.53,5.526666667,,,33.189,4.296666667,2.16,39.79666667,4.806666667,3.223333333,46.49,4.406666667,2.8,,,,,,,30.33333333,9.473333333,3.443333333,33.20333333,11.21,2.34,38.75,7.63,3.353333333,,,,,,,,,,,0.0604,,,,,,,,,
586,绵阳明兴,2022.7.2,DLY,氯化胆碱,5628,,,121,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,21,113.5,,,,,,,,,,,,,,,,,,,0.395,1.86,0.135,1.055,0.315,0.455,,,,,0.785,,6.505,1.275,,,0.485,2.65,,,,,110,26,30.5,105,,19,13,28,,11,7,8.5,11.5,17,,6,,,,,,,,,,,5.826666667,5.583333333,5.526666667,,,5.796666667,5.796666667,5.713333333,,,33.44566667,3.09,1.953333333,47.13,3.103333333,2.7,44.93,3.363333333,2.96,,,,,,,31.23333333,9.933333333,2.923333333,34.59333333,10.45,2.92,37.55666667,11.38,3.446666667,,,,,,,,,,,0.1108,,,,,,,,,
587,绵阳明兴,2022.7.2,DLY,氯化胆碱,5314,,,117,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,19,112,,,,,,,,,,,,,,,,,,,0.405,1.535,0.19,0.76,0.375,0.495,,,,,0.555,,6.64,1.225,,,0.53,0.719,,,,,100,26,33,102,,18,13.5,29,,12.58,6.5,8.5,11,18.5,,6,,,,,,,,,,,5.996666667,5.623333333,5.553333333,,,6.036666667,5.636666667,5.553333333,,,34.97333333,4.883333333,2.523333333,44.37333333,5.843333333,4.2,43.76666667,5.836666667,4.936666667,,,,,,,31.14333333,12.06333333,3.606666667,37.43666667,11.15666667,4.126666667,40.24666667,9.85,3.546666667,,,,,,,,,,,0.0677,,,,,,,,,
588,绵阳明兴,2022.7.2,DLY,对照组,6592,,,98,,,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,21,104,,,,,,,,,,,,,,,,,,,0.335,1.73,0.135,0.79,0.36,0.335,,,,,0.55,,5.76,1.005,,,0.35,1.79,,,,,92,24,28,97,,18.5,13.5,30,,11.5,7,8,11,18,,6,,,,,,,,,,,6.13,5.676666667,5.493333333,,,6.116666667,5.783333333,5.54,,,30.94666667,9.056666667,3.513333333,38.305,4.800666667,1.816666667,42.60666667,3.916666667,3.086666667,,,,,,,30.93666667,12.55,3.643333333,34.38666667,12.85333333,5.683333333,35.76333333,11.77,4.486666667,,,,,,,,,,,0.0265,,,,,,,,,
589,绵阳明兴,2022.7.2,DLY,羟脯氨酸,5398,,,98,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,24,102,,,,,,,,,,,,,,,,,,,0.35,1.385,0.12,0.74,0.31,0.53,,,,,0.51,,5.3,1.15,,,0.365,1.82,,,,,94.5,25,29,96,,17,12,28.5,,12,6.5,8.5,11.5,18.5,,7,,,,,,,,,,,6.146666667,5.476666667,3.7,,,6.12,5.596666667,5.623333333,,,31.48333333,6.166666667,2.716666667,43.31666667,7.196666667,4.96,42.58333333,6.33,3.3,,,,,,,32.04,9.72,3.55,35.88333333,10.85666667,3.623333333,37.85666667,11.98666667,3.54,,,,,,,,,,,0.0941,,,,,,,,,
590,绵阳明兴,2022.7.2,DLY,对照组,5350,,,114,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,20,114,,,,,,,,,,,,,,,,,,,0.39,1.56,0.225,1.455,0.38,0.565,,,,,0.565,,6.1,1.235,,,0.425,,,,,,95,28,29,103,,19,13,28.5,,11,7,8.5,11,20,,7,,,,,,,,,,,5.973333333,5.45,5.53,,,6.04,5.45,5.45,,,32.78,7.373333333,3.02,44.05,6.313333333,2.933333333,46.1,6.64,2.963333333,,,,,,,30.27666667,10.44,2.893333333,35.05666667,6.956666667,2.173333333,31.87,9.916666667,3.186666667,,,,,,,,,,,0.0678,,,,,,,,,
591,绵阳明兴,2022.7.2,DLY,对照组,5486,,,111,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.5,,20.5,112,,,,,,,,,,,,,,,,,,,0.555,1.875,0.225,0.875,0.39,1.525,,,,,0.8,,5.855,1.315,,,0.386,1.83,,,,,102,30,32,105,,19,13.5,29,,11.5,7,8,11,18.5,,6,,,,,,,,,,,6.293333333,5.5,5.52,,,6.42,5.563333333,5.61,,,30.87,6.96,2.81,39.44333333,5.223333333,2.02,0,0,0,,,,,,,31.84,10.27,3.17,34.36333333,11.97,4.343333333,0,0,0,,,,,,,,,,,0.0398,,,,,,,,,
592,绵阳明兴,2022.7.2,DLY,氯化胆碱,5648,,,127,,,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.5,,19.5,116,,,,,,,,,,,,,,,,,,,0.51,1.815,0.135,1.16,0.44,0.555,,,,,0.645,,6.675,1.375,,,0.365,2.405,,,,,99,28,32,101,,19,13.5,29,,11.5,6.5,9.5,11,18.5,,6,,,,,,,,,,,6.4,5.503333333,5.556666667,,,6.406666667,5.61,5.583333333,,,35.32666667,4.193333333,2.794666667,47.08,4.093333333,4.153333333,0,0,0,,,,,,,31.86333333,9.086666667,2.666666667,34.07666667,9.123333333,2.796666667,0,0,0,,,,,,,,,,,0.0516,,,,,,,,,
593,绵阳明兴,2022.7.2,DLY,氯化胆碱,5604,,,128,,,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.5,,20.5,113.5,,,,,,,,,,,,,,,,,,,0.475,1.92,0.19,1.335,0.415,0.52,,,,,1.14,,6.34,1.455,,,0.505,2.63,,,,,102.5,27,31,106.5,,18,13.5,31.5,,13,6.5,8.5,11,19.5,,6,,,,,,,,,,,6.28,5.436666667,5.503333333,,,6.506666667,5.463333333,5.463333333,,,36.01333333,2.83,1.746666667,45.10333333,4.803333333,3.153333333,44.33,3.803333333,2.253333333,,,,,,,30.65666667,9.92,3.393333333,35.17,8.07,2.826666667,33.60333333,9.03,2.99,,,,,,,,,,,0.053,,,,,,,,,
594,绵阳明兴,2022.7.2,DLY,氯化胆碱,5622,,,107,,,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,,18.5,105,,,,,,,,,,,,,,,,,,,0.405,1.515,0.135,0.905,0.32,0.48,,,,,0.62,,6.36,1.145,,,0.31,2.025,,,,,101.5,25,30,98,,18,13.5,28,,12.5,7,8.5,12,18,,6,,,,,,,,,,,6.24,5.49,5.516666667,,,6.28,5.503333333,5.543333333,,,35.25666667,4.42,2.696666667,48.72333333,6.246666667,4.903333333,49.42333333,4.626666667,3.436666667,,,,,,,34.23333333,10.1,3.656666667,182.1033333,12.54666667,7.846666667,40.05333333,9.71,4.18,,,,,,,,,,,0.046,,,,,,,,,
